fund_key,nome,cnpj,gestor,classe_anbima,patrimonio_liquido,publico_alvo,taxa_administracao_cvm_mensal_pct,referencia_fundo_kinea,eh_fundo_kinea,source
CNPJ:37.243.191/0001-22,BRASILPREV PRIVATE ASG IS FIC DE FI FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,37.243.191/0001-22,BRASILPREV SEGUROS E PREVIDÊNCIA S.A,Previdência Multimercado Livre,303948420.78,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.253.989/0001-55,SANTANDER PREV PB PRINCESA MULT CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO FINANCEIRO RESP LIMITADA,37.253.989/0001-55,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Previdência Multimercado Livre,30702536.81,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.257.316/0001-73,SANTANDER PREV PB JIMU II MULT CRÉD PRIV - FUNDO DE INVESTIMENTO FINANCEIRO RESP LIMITADA,37.257.316/0001-73,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Previdência Multimercado Livre,80848177.99,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.258.625/0001-68,SANTANDER PREV PB CHICADULCE MULT CRED PRIV - CIC FIF RESP LIMITADA,37.258.625/0001-68,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Previdência Multimercado Livre,14440677.5,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.258.646/0001-83,SANTANDER PREV MRF-ST II MULTIMERCADO CRED PRIV - FUNDO DE INVESTIMENTO FINANCEIRO RESP LIMITADA,37.258.646/0001-83,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Previdência Multimercado Livre,213676218.91,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.266.789/0001-37,SANTANDER PREV PB TSURU MULTIMERCADO CRÉDITO PRIVADO - FIF RESP LIMITADA,37.266.789/0001-37,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Previdência Multimercado Livre,18991102.61,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.266.832/0001-64,SANTANDER PREV PB CMSOTOS II MULT CRED PRIV - CIC FIF RESP LIMITADA,37.266.832/0001-64,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Previdência Multimercado Livre,31729015.72,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.266.971/0001-98,SANTANDER PREV PB FRANAPREV MULTIMERCADO CRÉDITO PRIVADO - FIF RESP LIMITADA,37.266.971/0001-98,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Previdência Multimercado Livre,26561377.33,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.267.042/0001-01,SANTANDER PREV PITANGA II MULTIMERCADO CRÉDITO PRIVADO - FIF RESP LIMITADA,37.267.042/0001-01,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Previdência Multimercado Livre,180044466.77,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.267.094/0001-70,SANTANDER PREV PB SOUSANIL II MULTIMERCADO CRÉDITO PRIVADO - FIF RESP LIMITADA,37.267.094/0001-70,SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Previdência Multimercado Livre,57231435.93,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.278.510/0001-35,KAPITALO K10 PREVIDÊNCIA II FIF DA CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,37.278.510/0001-35,KAPITALO INVESTIMENTOS LTDA.,Previdência Multimercado Livre,285749362.71,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.278.685/0001-42,VINLAND MACRO BP PREVIDÊNCIA FUNDO DE INVESTIMENTO EM COTAS DE FI FINANCEIRO MULTMERCADO,37.278.685/0001-42,VINLAND CAPITAL MANAGEMENT GESTORA DE RECURSOS LTDA.,Previdência Multimercado Livre,24853418.87,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.313.900/0001-07,ALASKA PREVIDÊNCIA 100 LONG ONLY FIF EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,37.313.900/0001-07,ALASKA INVESTIMENTOS LTDA.,Previdência Multimercado Livre,22647718.92,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.319.827/0001-72,LEGACY CAPITAL PREVIDENCIÁRIO ITAÚ MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULT RESP LIMITADA,37.319.827/0001-72,LEGACY CAPITAL GESTORA DE RECURSOS LTDA.,Previdência Multimercado Livre,540085757.6,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.319.862/0001-91,LEGACY CAPITAL PREVIDENCIÁRIO ITAÚ II FIF DA CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,37.319.862/0001-91,LEGACY CAPITAL GESTORA DE RECURSOS LTDA.,Previdência Multimercado Livre,175342560.43,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.319.911/0001-96,LEGACY CAPITAL PREVIDENCIÁRIO ITAÚ I FIF CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,37.319.911/0001-96,LEGACY CAPITAL GESTORA DE RECURSOS LTDA.,Previdência Multimercado Livre,364490741.32,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.324.862/0001-80,VINCI EQUILIBRIO BRASILPREV FIFE PREVIDENCIA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,37.324.862/0001-80,VINCI SOLUÇÕES DE INVESTIMENTOS LTDA,Previdência Multimercado Livre,372544771.23,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.332.430/0001-10,PANAMBY GLOBAL MACRO FIFE PREVIDENCIÁRIO - FIF - CLASSE DE INVESTIMENTO MULT - RESP LIMITADA,37.332.430/0001-10,PNBY GESTORA DE RECURSOS LTDA.,Previdência Multimercado Livre,845603.27,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.355.378/0001-18,LEGACY CAPITAL PREVIDENCIÁRIO RED FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,37.355.378/0001-18,LEGACY CAPITAL GESTORA DE RECURSOS LTDA.,Previdência Multimercado Livre,144971024.62,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.361.858/0001-91,RIO BRAVO ICATU FIE I PREVIDENCIÁRIO FI FINANCEIRO - CI MULT - RESP LIMITADA,37.361.858/0001-91,RIO BRAVO INVESTIMENTOS LTDA,Previdência Multimercado Livre,2144360.54,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.366.939/0001-84,BRASILPREV RT CROMITA FIC FIF MULTIMERCADO RESPONSABILIDADE LIMITADA,37.366.939/0001-84,BRASILPREV SEGUROS E PREVIDÊNCIA S.A,Previdência Multimercado Livre,58412192.17,,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.367.003/0001-78,BRASILPREV RT DRUSA FIC FIF MULTIMERCADO RESPONSABILIDADE LIMITADA,37.367.003/0001-78,BRASILPREV SEGUROS E PREVIDÊNCIA S.A,Previdência Multimercado Livre,18375870.89,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.367.039/0001-51,BRASILPREV RT CAJUEIRO II FIC FI FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,37.367.039/0001-51,BRASILPREV SEGUROS E PREVIDÊNCIA S.A,Previdência Multimercado Livre,216729478.84,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.367.078/0001-59,BRASILPREV RT NAPOLEÃO FIC FIF MULTIMERCADO RESPONSABILIDADE LIMITADA,37.367.078/0001-59,BRASILPREV SEGUROS E PREVIDÊNCIA S.A,Previdência Multimercado Livre,24603809.28,,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.367.841/0001-41,LEGACY CAPITAL PREVIDENCIÁRIO ICATU FI FINANCEIRO EM COTAS DE FI MULTIMERCADO,37.367.841/0001-41,LEGACY CAPITAL GESTORA DE RECURSOS LTDA.,Previdência Multimercado Livre,64420034.65,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.367.980/0001-75,LEGACY CAPITAL PREVIDENCIARIO MULTI FI FINANCEIRO EM COTAS DE FI MULTIMERCADO,37.367.980/0001-75,LEGACY CAPITAL GESTORA DE RECURSOS LTDA.,Previdência Multimercado Livre,53637718.49,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.368.165/0001-20,LEGACY CAPITAL PREVIDENCIÁRIO MASTER PREVIDÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,37.368.165/0001-20,LEGACY CAPITAL GESTORA DE RECURSOS LTDA.,Previdência Multimercado Livre,888497410.35,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.388.333/0001-40,MANAGER ABSOLUTE PREV FIF PREVIDENCIÁRIO  CLASSE  DE INV EM COTAS MULTIMERCADO PREV RESP LIMITADA,37.388.333/0001-40,TURMALINA GESTÃO E ADMINISTRAÇÃO DE RECURSOS S.A.,Previdência Multimercado Livre,51459172.64,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.428.260/0001-72,BRASILPREV BTG PACTUAL DISCOVERY PREVIDENCIA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,37.428.260/0001-72,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,Previdência Multimercado Livre,735533813.62,Público Geral,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.429.725/0001-00,MANAGER JGP FIF PREVIDENCIÁRIO CLASSE DE INVESTIMENTO  EM COTAS MULTIMERCADO PREV RESP LIMITADA,37.429.725/0001-00,TURMALINA GESTÃO E ADMINISTRAÇÃO DE RECURSOS S.A.,Previdência Multimercado Livre,18202714.14,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.483.037/0001-28,ITAÚ FLEXPREV DESAFIO FIF MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,37.483.037/0001-28,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Previdência Multimercado Livre,34116175.15,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.539.489/0001-84,GOLDEN PREV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,37.539.489/0001-84,XP ADVISORY GESTAO DE RECURSOS LTDA,Previdência Multimercado Livre,28796618.69,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.539.519/0001-52,LEBLON 70 BRASILPREV FUNDO DE INVESTIMENTO MULTIMERCADO FIFE,37.539.519/0001-52,LEBLON EQUITIES GESTAO DE RECURSOS LTDA,Previdência Multimercado Livre,50427642.02,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.540.016/0001-05,LEGACY CAPITAL PREVIDENCIÁRIO S FI FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,37.540.016/0001-05,LEGACY CAPITAL GESTORA DE RECURSOS LTDA.,Previdência Multimercado Livre,57394207.92,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.541.342/0001-29,ACE CAPITAL PREV IQ FIFE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,37.541.342/0001-29,ACE CAPITAL GESTORA DE RECURSOS LTDA.,Previdência Multimercado Livre,34876831.24,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.541.379/0001-57,ACE CAPITAL PREV IQ XP SEGUROS FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULTIMERCADO RESP LIMITADA,37.541.379/0001-57,ACE CAPITAL GESTORA DE RECURSOS LTDA.,Previdência Multimercado Livre,34912064.64,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.555.170/0001-42,ITAÚ FLEXPREV HUNTER TOTAL RETURN FIF CIC MULT - RESP LIMITADA,37.555.170/0001-42,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Previdência Multimercado Livre,355325013.66,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.555.192/0001-02,ITAÚ FLEXPREV HUNTER TOTAL RETURN FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESP LIMITADA,37.555.192/0001-02,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,Previdência Multimercado Livre,473215754.31,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.564.839/0001-62,SAFRA PREV QUARESMEIRA FIF PREVIDENCIÁRIO CIC MULTIMERCADO CRÉDITO PRIVADO PREV RESP LIMITADA,37.564.839/0001-62,TURMALINA GESTÃO E ADMINISTRAÇÃO DE RECURSOS S.A.,Previdência Multimercado Livre,93817192.85,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.567.352/0001-33,SPX LANCER P FIF CIC MULTIMERCADO RESPONSABILIDADE LIMITADA,37.567.352/0001-33,SPX GESTÃO DE RECURSOS LTDA,Previdência Multimercado Livre,4622244.52,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.571.475/0001-48,SAFRA PREV SDB FIF PREVIDENCIÁRIO CIC MULTIMERCADO PREVIDENCIÁRIO RESPONSABILIDADE LIMITADA,37.571.475/0001-48,TURMALINA GESTÃO E ADMINISTRAÇÃO DE RECURSOS S.A.,Previdência Multimercado Livre,36373487.52,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.577.523/0001-05,SAFRA PREV REPADRI I FIF PREVIDENCIÁRIO CIC MULTIMERCADO CRÉDITO PRIVADO PREV RESP LIMITADA,37.577.523/0001-05,TURMALINA GESTÃO E ADMINISTRAÇÃO DE RECURSOS S.A.,Previdência Multimercado Livre,11672865.13,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.577.675/0001-08,SAFRA PREV REPADRI II FIF PREVIDENCIÁRIO CIC MULTIMERCADO CRÉDITO PRIVADO PREV RESP LIMITADA,37.577.675/0001-08,TURMALINA GESTÃO E ADMINISTRAÇÃO DE RECURSOS S.A.,Previdência Multimercado Livre,10188218.96,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.584.079/0001-55,SAFRA PREV TÊMIS FIF PREVIDENCIÁRIO CIC MULTIMERCADO CRÉDITO PRIVADO PREV RESP LIMITADA,37.584.079/0001-55,SAFRA GESTÃO DE RECURSOS LTDA,Previdência Multimercado Livre,79059520.49,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.591.444/0001-59,BRADESCO MASTER PREVIDÊNCIA BOLSA AMERICANA FI FINANCEIRO - CI MULT - RESP LIMITADA,37.591.444/0001-59,BANCO BRADESCO S.A.,Previdência Multimercado Livre,3765027771.32,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.606.527/0001-74,SAFRA PREV GALILEO MASTER FIF PREVIDENCIÁRIO CI MULTIMERCADO CRÉDITO PRIVADO PREV RESP LIMITADA,37.606.527/0001-74,SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,Previdência Multimercado Livre,24928611.18,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.606.634/0001-00,BRADESCO MÁSTER PREVIDÊNCIA TREASURIES USD FI FINANCEIRO - CI MULT - RESP LIMITADA,37.606.634/0001-00,BANCO BRADESCO S.A.,Previdência Multimercado Livre,3067314.55,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.623.383/0001-64,DAHLIA GLOBAL 50 FIFE PREVIDÊNCIA FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA,37.623.383/0001-64,DAHLIA CAPITAL GESTÃO DE RECURSOS LTDA.,Previdência Multimercado Livre,159858929.04,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.623.616/0001-29,XP LONG BIASED PREV FIFE MASTER FI FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,37.623.616/0001-29,XP GESTÃO DE RECURSOS LTDA,Previdência Multimercado Livre,1537370.9,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.626.598/0001-39,VINLAND MACRO PREV IQ A T1 FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESP LIMITADA,37.626.598/0001-39,VINLAND CAPITAL MANAGEMENT GESTORA DE RECURSOS LTDA.,Previdência Multimercado Livre,232199000.8,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.626.796/0001-00,ABSOLUTE SVP PREVIDÊNCIA FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO MULTIMERCADO,37.626.796/0001-00,ABSOLUTE GESTAO DE INVESTIMENTOS LTDA,Previdência Multimercado Livre,59840029.99,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.626.895/0001-84,DAHLIA GLOBAL 50 PREVIDÊNCIA FIC DE FI FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,37.626.895/0001-84,DAHLIA CAPITAL GESTÃO DE RECURSOS LTDA.,Previdência Multimercado Livre,72771192.64,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.627.950/0001-50,LEGACY CAPITAL PREVIDENCIÁRIO PLUS FIFE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESP LIMITADA,37.627.950/0001-50,LEGACY CAPITAL GESTORA DE RECURSOS LTDA.,Previdência Multimercado Livre,14250481.72,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.645.515/0001-59,DAHLIA GLOBAL 50 ADVISORY XP SEGUROS PREVIDÊNCIA FIC DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA,37.645.515/0001-59,DAHLIA CAPITAL GESTÃO DE RECURSOS LTDA.,Previdência Multimercado Livre,82651883.06,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.646.439/0001-04,BRASILPREV LOW VOL II FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO RESPONSABILIDADE LIMITADA,37.646.439/0001-04,BRASILPREV SEGUROS E PREVIDÊNCIA S.A,Previdência Multimercado Livre,3530887196.66,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.649.607/0001-07,BRASILPREV PRIVATE VALOR FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMECADO RESPONSABILIDADE LIMITADA,37.649.607/0001-07,BRASILPREV SEGUROS E PREVIDÊNCIA S.A,Previdência Multimercado Livre,18144917.78,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.649.652/0001-61,BRASILPREV CARTEIRA PRUDENTE FIC FIF MULTIMERCADO RESPONSABILIDADE LIMITADA,37.649.652/0001-61,BRASILPREV SEGUROS E PREVIDÊNCIA S.A,Previdência Multimercado Livre,9891009414.31,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.649.673/0001-87,BRASILPREV CARTEIRA PRUDENTE II FIC FIF MULTIMERCADO RESPONSABILIDADE LIMITADA,37.649.673/0001-87,BRASILPREV SEGUROS E PREVIDÊNCIA S.A,Previdência Multimercado Livre,3468356731.92,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.649.691/0001-69,BRASILPREV CARTEIRA DINÂMICA FIC FIF MULTIMERCADO RESPONSABILIDADE LIMITADA,37.649.691/0001-69,BRASILPREV SEGUROS E PREVIDÊNCIA S.A,Previdência Multimercado Livre,310811604.5,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.649.713/0001-90,BRASILPREV CARTEIRA EQUILIBRADA FIC FIF MULTIMERCADO RESPONSABILIDADE LIMITADA,37.649.713/0001-90,BRASILPREV SEGUROS E PREVIDÊNCIA S.A,Previdência Multimercado Livre,2686679418.0,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.649.728/0001-59,BRASILPREV CARTEIRA AUDAZ FIC FIF MULTIMERCADO RESPONSABILIDADE LIMITADA,37.649.728/0001-59,BRASILPREV SEGUROS E PREVIDÊNCIA S.A,Previdência Multimercado Livre,116727570.07,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.650.394/0001-33,BRASILPREV VALOR 70 FIC FIF MULTIMERCADO RESPONSABILIDADE LIMITADA,37.650.394/0001-33,BRASILPREV SEGUROS E PREVIDÊNCIA S.A,Previdência Multimercado Livre,133985404.17,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.650.426/0001-09,BRASILPREV LOW VOL FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO RESPONSABILIDADE LIMITADA,37.650.426/0001-09,BRASILPREV SEGUROS E PREVIDÊNCIA S.A,Previdência Multimercado Livre,4244835932.71,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.650.461/0001-10,BRASILPREV RENDA TOTAL CICLO DE VIDA 2050 FIC FIF MULTIMERCADO RESPONSABILIDADE LIMITADA,37.650.461/0001-10,BRASILPREV SEGUROS E PREVIDÊNCIA S.A,Previdência Multimercado Livre,119725646.7,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.653.701/0001-30,BRASILPREV CLARITAS QUANT FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO RESP LIMITADA,37.653.701/0001-30,BRASILPREV SEGUROS E PREVIDÊNCIA S.A,Previdência Multimercado Livre,103647293.05,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.681.077/0001-84,BTG PACTUAL ABSOLUTO LS PREVIDÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FI MULTIMERCADO,37.681.077/0001-84,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,Previdência Multimercado Livre,11053935.87,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.683.508/0001-41,BRADESCO LONG BIASED PGBLVGBL FI FINANCEIRO - CIC MULT - RESP LIMITADA,37.683.508/0001-41,BANCO BRADESCO S.A.,Previdência Multimercado Livre,34458861.02,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
CNPJ:37.714.624/0001-80,BRASILPREV PRIVATE LOW VOL FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO RESP LIMITADA,37.714.624/0001-80,BRASILPREV SEGUROS E PREVIDÊNCIA S.A,Previdência Multimercado Livre,676232951.23,Profissional,,Kinea Alpes Prev XP Seg RF CP FICFI,False,"CVM registro_classe.csv (RCVM175, fundos adaptados)"
